ID;ZONAL_ID;ZONAL_CODE;ZONAL_NAME;LOCALIDAD_ID;LOCALIDAD_CODE;LOCALIDAD_NAME;SITIO_ID;SITIO_CODE;SITIO_NAME;ELEMENTO_ID;ELEMENTO_SERIAL;Created;ELEMENTO_NAME;TIPOELEMENTO_ID;TIPOELEMENTO_NAME;MARCA_ID;MARCA_NAME;MODELO_ID;MODELO_NAME;FLAG_ACTIVO;FECHA_INGRESO;FECHA_BAJA;LATITUD;LONGITUD;REGION;PROVINCIA;COMUNA;ELEMENTO_RED_COR;EQUIPO;Updated;CANT_RESIDENCIAL_TEL;CANT_RESIDENCIAL_TV;CANT_RESIDENCIAL_INT;CANT_RESIDENCIAL_TOTAL;CANT_EMPRESA_EMPRESAS;CANT_EMPRESA_TELCOS;CANT_EMPRESA_TOTAL;SEVERIDAD;AVISO_SUBTEL;ESTADO;CODI_EMPRESA_SSOT;CODIGO_SERVICIO;NOMBRE_SERVICIO;CODIGO_COMPONENTE;KEY_COMPONENTE;NOMBRE_COMPONENTE;ID_FINAL;
2511-CRDL-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;60;CRDL;CARDONAL;10079520;2511-CRDL-IPOBRIDGE;;2511-CRDL-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°28'08.40""";"72°57'49.32""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2511-CRDL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76804;
9334-VLD2-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;43;VLD2;CENTRAL VALDIVIA 2;10079521;9334-VLD2-IPOBRIDGE;;9334-VLD2-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°49'29.77""";"73°13'50.34""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9334-VLD2-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76805;
2517-CHNQ-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;2387;CHNQ;CHINQUIHUE;10079522;2517-CHNQ-IPOBRIDGE;;2517-CHNQ-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°30'36.36""";"73°01'03.72""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2517-CHNQ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76806;
9435-RBNO-IPOBRIDGE;7;OS;OSORNO;80;RBNO;RIO BUENO;2348;RBNO;RIO BUENO;10079523;9435-RBNO-IPOBRIDGE;;9435-RBNO-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°20'08.52""";"72°57'23.76""";REGI�N DE LOS R�OS;PROVINCIA DE RANCO;R�O BUENO;9435-RBNO-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76807;
9348-RSCH-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;2106;RSCH;RENE SCHNEIDER;10079524;9348-RSCH-IPOBRIDGE;;9348-RSCH-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°50'44.52""";"73°12'56.16""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9348-RSCH-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76808;
9288-LTRO-IPOBRIDGE;5;TE;TEMUCO;168;LTRO;LAUTARO;2895;LTRO;LAUTARO;10079525;9288-LTRO-IPOBRIDGE;;9288-LTRO-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;LAUTARO;9288-LTRO-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76809;
9622-CSTR-IPOBRIDGE;9;CE;CHILOE;41;CSTR;CASTRO;44;CSTR;CENTRAL CASTRO;10079527;9622-CSTR-IPOBRIDGE;;9622-CSTR-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"42°28'50.16""";"73°45'55.80""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;CASTRO;9622-CSTR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76810;
9621-QLLN-IPOBRIDGE;9;CE;CHILOE;48;QELL;QUELLON;2566;QLLN;QUELLON;10079528;9621-QLLN-IPOBRIDGE;;9621-QLLN-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"43°07'09.48""";"73°37'04.08""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;QUELL�N;9621-QLLN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76811;
9434-RAHU-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;59;RAHU;RAHUE;10079529;9434-RAHU-IPOBRIDGE;;9434-RAHU-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°34'42.96""";"73°06'56.88""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9434-RAHU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76812;
9433-PSCH-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;58;PSCH;PARQUE SCHOTT;10079532;9433-PSCH-IPOBRIDGE;;9433-PSCH-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°34'45.84""";"73°09'41.40""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9433-PSCH-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76813;
9057-PCVI-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;49;PCVI;PAICAVI;10079533;9057-PCVI-IPOBRIDGE;;9057-PCVI-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°48'02.02""";"73°03'30.94""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;9057-PCVI-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76814;
9549-LPLM-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;61;LPLM;LA PALOMA;10079534;9549-LPLM-IPOBRIDGE;;9549-LPLM-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°27'15.84""";"72°54'52.56""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;9549-LPLM-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76815;
2502-LLQH-IPOBRIDGE;8;PM;PUERTO MONTT;94;LLQH;LLANQUIHUE;2516;LLQH;LLQH;10079536;2502-LLQH-IPOBRIDGE;;2502-LLQH-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°15'19.08""";"73°00'23.76""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;LLANQUIHUE;2502-LLQH-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76816;
9611-QLLN-IPOBRIDGE;9;CE;CHILOE;48;QELL;QUELLON;2566;QLLN;QUELLON;10079538;9611-QLLN-IPOBRIDGE;;9611-QLLN-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"43°07'09.48""";"73°37'04.08""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;QUELL�N;9611-QLLN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76817;
9245-ELCR-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;1949;ELCR;EL CARMEN;10079539;9245-ELCR-IPOBRIDGE;;9245-ELCR-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"38°42'43.92""";"72°39'03.96""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9245-ELCR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76818;
9022-BAES-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;3121;BAES;BARRIO ESCUADRON;10079540;9022-BAES-IPOBRIDGE;;9022-BAES-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;9022-BAES-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76819;
9620-ANCU-IPOBRIDGE;9;CE;CHILOE;40;ANCU;ANCUD;2608;ANCU;ANCUD;10079541;9620-ANCU-IPOBRIDGE;;9620-ANCU-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°52'12.72""";"73°49'26.04""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;ANCUD;9620-ANCU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76820;
9309-SJMQ-IPOBRIDGE;6;VA;VALDIVIA;126;SJMQ;SAN JOSE DE LA MARIQUINA;72;SJMQ;S. JOSE DE LA MARIQUINA;10079542;9309-SJMQ-IPOBRIDGE;;9309-SJMQ-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°32'22.92""";"72°57'37.44""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;MARIQUINA;9309-SJMQ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76821;
2039-HFML-IPOBRIDGE;3;CP;CONCEPCION;53;SPDR;SAN PEDRO;48;HFML;HUERTOS FAMILIARES;10079544;2039-HFML-IPOBRIDGE;;2039-HFML-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°50'03.49""";"73°06'52.81""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;SAN PEDRO DE LA PAZ;2039-HFML-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76822;
9481-ENLG-IPOBRIDGE;7;OS;OSORNO;73;ENLG;ENTRELAGOS;2363;ENLG;ENTRE LAGOS;10079546;9481-ENLG-IPOBRIDGE;;9481-ENLG-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°30'02.52""";"72°29'34.80""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;PUYEHUE;9481-ENLG-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76823;
9432-LQMS-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;2244;LQMS;LAS QUEMAS;10079560;9432-LQMS-IPOBRIDGE;;9432-LQMS-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"40°38'58.92""";"73°07'28.20""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9432-LQMS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76824;
9023-PCVI-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;49;PCVI;PAICAVI;10079562;9023-PCVI-IPOBRIDGE;;9023-PCVI-IPOBRIDGE;10450000;IPO-BRIDGE;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°48'02.02""";"73°03'30.94""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;9023-PCVI-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76825;
9223-ANGL-IPOBRIDGE;5;TE;TEMUCO;217;ANGL;ANGOL;3119;ANGL;ANGOL;10079565;9223-ANGL-IPOBRIDGE;;9223-ANGL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"37°47'43.89""";"72°42'50.41""";REGI�N DE LA ARAUCAN�A;PROVINCIA MALLECO;ANGOL;9223-ANGL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76826;
9377-VLD2-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;43;VLD2;CENTRAL VALDIVIA 2;10079567;9377-VLD2-IPOBRIDGE;;9377-VLD2-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"39°49'29.77""";"73°13'50.34""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9377-VLD2-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76827;
9539-PVRS-IPOBRIDGE;8;PM;PUERTO MONTT;103;PVRS;PUERTO VARAS;64;PVRS;PUERTO VARAS;10079570;9539-PVRS-IPOBRIDGE;;9539-PVRS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°19'28.56""";"72°59'18.60""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO VARAS;9539-PVRS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76828;
2040-CAST-IPOBRIDGE;3;CP;CONCEPCION;51;CP;CONCEPCION;47;CAST;CASTELLON;10079571;2040-CAST-IPOBRIDGE;;2040-CAST-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"36°49'11.71""";"73°03'03.76""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CONCEPCI�N;2040-CAST-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76829;
2548-EGNA-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;2391;EGNA;EGANA;10079578;2548-EGNA-IPOBRIDGE;;2548-EGNA-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 15:28;;"41°28'09.48""";"72°55'19.20""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2548-EGNA-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76830;
2549-PMTT-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;63;PMTT;CENTRAL PUERTO MONTT;10079580;2549-PMTT-IPOBRIDGE;;2549-PMTT-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"41°28'13.80""";"72°56'28.68""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;2549-PMTT-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76835;
2031-CHGA-IPOBRIDGE;3;CP;CONCEPCION;50;CHYT;CHIGUAYANTE;2658;CHGA;CHIGUAYANTE ALTO;10079582;2031-CHGA-IPOBRIDGE;;2031-CHGA-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"36°55'15.96""";"73°01'53.04""";REGI�N DEL BIOB�O;PROVINCIA DE CONCEPCI�N;CHIGUAYANTE;2031-CHGA-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76836;
9397-LAMS-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;71;LAMS;LAS ANIMAS;10537897;9397-LAMS-IPOBRIDGE;;9397-LAMS-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"39°48'44.31""";"73°13'41.72""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9397-LAMS-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76837;
9428-OSRN-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;57;OSRN;OSORNO;10537903;9428-OSRN-IPOBRIDGE;;9428-OSRN-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"40°34'14.88""";"73°08'04.56""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9428-OSRN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76838;
9487-RAHU-IPOBRIDGE;7;OS;OSORNO;76;OSRN;OSORNO;59;RAHU;RAHUE;10537904;9487-RAHU-IPOBRIDGE;;9487-RAHU-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"40°34'42.96""";"73°06'56.88""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9487-RAHU-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76839;
9492-LUNN-IPOBRIDGE;7;OS;OSORNO;74;LUNN;LA UNION;56;LUNN;LA UNION;10537906;9492-LUNN-IPOBRIDGE;;9492-LUNN-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"40°17'50.64""";"73°05'00.60""";REGI�N DE LOS R�OS;PROVINCIA DE RANCO;LA UNI�N;9492-LUNN-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76840;
9547-CRDL-IPOBRIDGE;8;PM;PUERTO MONTT;102;PMTT;PUERTO MONTT;60;CRDL;CARDONAL;10537908;9547-CRDL-IPOBRIDGE;;9547-CRDL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"41°28'08.40""";"72°57'49.32""";REGI�N DE LOS LAGOS;PROVINCIA DE LLANQUIHUE;PUERTO MONTT;9547-CRDL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76841;
9616-CSTR-IPOBRIDGE;9;CE;CHILOE;41;CSTR;CASTRO;44;CSTR;CENTRAL CASTRO;10537909;9616-CSTR-IPOBRIDGE;;9616-CSTR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"42°28'50.16""";"73°45'55.80""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;CASTRO;9616-CSTR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76842;
9619-QUEI-IPOBRIDGE;9;CE;CHILOE;47;QUEI;QUEILEN;45;QUEI;QUEILEN;10537910;9619-QUEI-IPOBRIDGE;;9619-QUEI-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"42°53'19.32""";"73°28'19.20""";REGI�N DE LOS LAGOS;PROVINCIA DE CHILO�;QUEIL�N;9619-QUEI-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76843;
9725-CYHQ-IPOBRIDGE;10;CY;COYHAIQUE;58;CYHQ;COYHAIQUE;51;CYHQ;COYHAIQUE;10537911;9725-CYHQ-IPOBRIDGE;;9725-CYHQ-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"45°34'39.36""";"72°04'06.24""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE COIHAIQUE;COYHAIQUE;9725-CYHQ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76844;
9724-MNHL-IPOBRIDGE;10;CY;COYHAIQUE;61;MNHL;MANIHUALES;3120;MNHL;MANIHUALES;10537912;9724-MNHL-IPOBRIDGE;;9724-MNHL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE AIS�N;AIS�N;9724-MNHL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76845;
9431-CNCR-IPOBRIDGE;7;OS;OSORNO;249;CNCR;CANCURA;2357;CNCR;CNCR;10537913;9431-CNCR-IPOBRIDGE;;9431-CNCR-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"00°00'00.00""";"00°00'00.00""";REGI�N DE LOS LAGOS;PROVINCIA DE OSORNO;OSORNO;9431-CNCR-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76846;
9338-VLD2-IPOBRIDGE;6;VA;VALDIVIA;127;VLDV;VALDIVIA;43;VLD2;CENTRAL VALDIVIA 2;10537914;9338-VLD2-IPOBRIDGE;;9338-VLD2-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"39°49'29.77""";"73°13'50.34""";REGI�N DE LOS R�OS;PROVINCIA DE VALDIVIA;VALDIVIA;9338-VLD2-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76847;
9236-ESTD-IPOBRIDGE;5;TE;TEMUCO;108;TE;TEMUCO;1943;ESTD;ESTADIO;10537916;9236-ESTD-IPOBRIDGE;;9236-ESTD-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"38°44'09.60""";"72°37'44.76""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;9236-ESTD-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76848;
9726-PCHB-IPOBRIDGE;10;CY;COYHAIQUE;65;PCHB;PTO. CHACABUCO;2854;PCHB;PTO. CHACABUCO;10537917;9726-PCHB-IPOBRIDGE;;9726-PCHB-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"45°27'40.32""";"72°48'46.08""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE AIS�N;AIS�N;9726-PCHB-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76849;
9728-CYHQ-IPOBRIDGE;10;CY;COYHAIQUE;58;CYHQ;COYHAIQUE;51;CYHQ;COYHAIQUE;10537918;9728-CYHQ-IPOBRIDGE;;9728-CYHQ-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"45°34'39.36""";"72°04'06.24""";REGI�N DE AIS�N DEL GENERAL CARLOS IB��EZ DEL CAMPO;PROVINCIA DE COIHAIQUE;COYHAIQUE;9728-CYHQ-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76850;
9801-CHLL-IPOBRIDGE;2;CH;CHILLAN;38;CH;CHILLAN;46;CHLL;CHILLAN TELSUR;10537919;9801-CHLL-IPOBRIDGE;;9801-CHLL-IPOBRIDGE;25;ONT;14;ZHONE;306;2426A;true;3/7/2019 19:28;;"36°36'03.25""";"72°05'54.12""";REGI�N DE �UBLE;PROVINCIA DIGUILL�N;CHILL�N;9801-CHLL-IPOBRIDGE;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76851;
MDI107048165;5;TE;TEMUCO;108;TE;TEMUCO;3153;PRTL;PORTALES;10080413;MDI107048165;;MDI107048165;25;ONT;83;FIBERHOME;241;AN5506-04-F1;true;8/7/2019 23:29;;"36°46'53.04""";"72°38'05.20""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;MDI107048165;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76855;
MDI107048198;5;TE;TEMUCO;108;TE;TEMUCO;3153;PRTL;PORTALES;10538931;MDI107048198;;MDI107048198;25;ONT;83;FIBERHOME;241;AN5506-04-F1;true;10/7/2019 15:29;;"36°46'53.04""";"72°38'05.20""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;MDI107048198;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76895;
MDI107048207;5;TE;TEMUCO;108;TE;TEMUCO;3153;PRTL;PORTALES;10538946;MDI107048207;;MDI107048207;25;ONT;83;FIBERHOME;241;AN5506-04-F1;true;10/7/2019 19:29;;"36°46'53.04""";"72°38'05.20""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;MDI107048207;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76915;
MDI107048232;5;TE;TEMUCO;108;TE;TEMUCO;3153;PRTL;PORTALES;10081015;MDI107048232;;MDI107048232;25;ONT;83;FIBERHOME;241;AN5506-04-F1;true;11/7/2019 23:30;;"36°46'53.04""";"72°38'05.20""";REGI�N DE LA ARAUCAN�A;PROVINCIA DE CAUT�N;TEMUCO;MDI107048232;;;;;;;;;;;;INGRESADO;1;3322;Red - Servicio Red Acceso;29308;SER-9940;(S) ONT;76935;
